subject_y	initial_alias	converted_alias	name	description
MCINX2_00011157-RA	FBPP0298272	CG12075	CG12075	None
MCINX2_00011160-RA	FBPP0070216	Rilpl	Rilpl	Rab interacting lysosomal protein like
MCINX2_00011161-RA	FBPP0086020	Dlish	Dlish	Dachs ligand with SH3s
MCINX2_00011163-RA	FBPP0071771	bonsai	bonsai	bonsai
MCINX2_00011164-RD	FBPP0071430	Tango5	Tango5	Transport and Golgi organization 5
MCINX2_00011165-RA	FBPP0078337	Snm1	Snm1	Snm1
MCINX2_00011166-RC	FBPP0086833	CG18278	CG18278	None
MCINX2_00011168-RA	FBPP0111355	Hsc20	Hsc20	Heat shock protein cognate 20
MCINX2_00011169-RA	FBPP0082011	Spt3	Spt3	Spt3
MCINX2_00011189-RA	FBPP0071047	spidey	spidey	spidey
MCINX2_00011191-RA	FBPP0309621	kz	kz	kurz
MCINX2_00011199-RA	FBPP0076478	Pop4	Pop4	POP4 ribonuclease P/MRP subunit
MCINX2_00011201-RA	FBPP0099888	sea	sea	scheggia
MCINX2_00011202-RA	FBPP0078331	Snr1	Snr1	Snf5-related 1
MCINX2_00011204-RA	FBPP0311302	Cngl	Cngl	Cyclic nucleotide-gated ion channel-like
MCINX2_00011206-RA	FBPP0078414	HDAC3	HDAC3	Histone deacetylase 3
MCINX2_00011207-RA	FBPP0079979	CG6180	CG6180	None
MCINX2_00011208-RB	FBPP0291039	Mnt	Mnt	Mnt
MCINX2_00011209-RA	FBPP0310184	PhKgamma	PhKgamma	Phosphorylase kinase gamma
MCINX2_00011212-RA	FBPP0077367	NTPase	NTPase	NTPase
MCINX2_00011213-RA	FBPP0301042	CG3556	CG3556	None
MCINX2_00011214-RA	FBPP0088086	Gr43a	Gr43a	Gustatory receptor 43a
MCINX2_00011216-RA	FBPP0083513	CG31176	CG31176	None
MCINX2_00011217-RA	FBPP0112463	MED21	MED21	Mediator complex subunit 21
MCINX2_00011218-RA	FBPP0310622	CG3632	CG3632	None
MCINX2_00011219-RA	FBPP0073831	CG9164	CG9164	None
MCINX2_00011220-RA	FBPP0306807	Gba1b	Gba1b	Glucocerebrosidase 1b
MCINX2_00011225-RA	FBPP0081867	CG5281	CG5281	None
MCINX2_00011226-RA	FBPP0099920	Pglym78	Pglym78	Phosphoglyceromutase 78
MCINX2_00011231-RA	FBPP0083078	CG31229	CG31229	None
MCINX2_00011232-RA	FBPP0291552	CG14439	CG14439	None
MCINX2_00011238-RA	FBPP0077617	ast	ast	asteroid
MCINX2_00011241-RB	FBPP0076906	slgA	slgA	sluggish A
MCINX2_00011244-RA	FBPP0290979	p53	p53	p53
MCINX2_00011246-RA	FBPP0311968	CG1307	CG1307	None
MCINX2_00011247-RA	FBPP0080766	CG17564	CG17564	None
MCINX2_00011248-RA	FBPP0078441	Or83a	Or83a	Odorant receptor 83a
MCINX2_00011252-RA	FBPP0075500	CG32137	CG32137	None
MCINX2_00011253-RA	FBPP0082802	CG14905	CG14905	None
MCINX2_00011254-RB	FBPP0076831	Sse	Sse	Separase
MCINX2_00011255-RA	FBPP0113078	egl	egl	egalitarian
MCINX2_00011256-RA	FBPP0077625	Vps29	Vps29	Vacuolar protein sorting 29
MCINX2_00011259-RA	FBPP0071011	CBP	CBP	sarcoplasmic calcium-binding protein
MCINX2_00011260-RC	FBPP0082137	mbo	mbo	members only
MCINX2_00011263-RB	FBPP0293664	ct	ct	cut
MCINX2_00011265-RA	FBPP0081087	CG2656	CG2656	None
MCINX2_00011266-RA	FBPP0070864	CG3815	CG3815	None
MCINX2_00011267-RA	FBPP0082990	14-3-3epsilon	14-3-3epsilon	14-3-3epsilon
MCINX2_00011269-RA	FBPP0428250	Usp32	Usp32	Ubiquitin specific protease 32
MCINX2_00011270-RA	FBPP0304474	CG5555	CG5555	None
MCINX2_00011271-RA	FBPP0307961	pasha	pasha	partner of drosha
MCINX2_00011272-RA	FBPP0422604	Gld	Gld	Glucose dehydrogenase
MCINX2_00011274-RA	FBPP0085226	CG11550	CG11550	None
MCINX2_00011276-RA	FBPP0080705	AsnRS	AsnRS	Asparaginyl-tRNA synthetase
MCINX2_00011283-RA	FBPP0071488	CG9993	CG9993	None
MCINX2_00011288-RA	FBPP0080866	nesd	nesd	nessun dorma
MCINX2_00011291-RB	FBPP0070350	Pgam5	Pgam5	Phosphoglycerate mutase 5
MCINX2_00011292-RA	FBPP0070176	CG11638	CG11638	None
MCINX2_00011293-RA	FBPP0099726	fabp	fabp	fatty acid binding protein
MCINX2_00011297-RA	FBPP0075471	stwl	stwl	stonewall
MCINX2_00011300-RA	FBPP0304712	Mhcl	Mhcl	Myosin heavy chain-like
MCINX2_00011302-RA	FBPP0074558	AP-1-2beta	AP-1-2beta	Adaptor Protein complex 1/2
MCINX2_00011303-RA	FBPP0075526	Ptip	Ptip	PAX transcription activation domain interacting protein
MCINX2_00011306-RA	FBPP0082362	CG31326	CG31326	None
MCINX2_00011307-RA	FBPP0071168	Ogg1	Ogg1	8-oxoguanine DNA glycosylase
MCINX2_00011308-RA	FBPP0070751	RhoGAP5A	RhoGAP5A	Rho GTPase activating protein at 5A
MCINX2_00011310-RA	FBPP0305967	Rbp	Rbp	RIM-binding protein
MCINX2_00011311-RA	FBPP0070865	CG3823	CG3823	None
MCINX2_00011314-RA	FBPP0309412	wbl	wbl	windbeutel
MCINX2_00011316-RA	FBPP0303735	Lztr1	Lztr1	Leucine zipper like transcription regulator 1
MCINX2_00011317-RA	FBPP0292350	Rab35	Rab35	Rab35
MCINX2_00011318-RA	FBPP0078831	Arpc4	Arpc4	Actin-related protein 2/3 complex
MCINX2_00011319-RA	FBPP0111709	Chc	Chc	Clathrin heavy chain
MCINX2_00011321-RA	FBPP0083968	Slimp	Slimp	Seryl-tRNA synthetase-like insect mitochondrial protein
MCINX2_00011327-RA	FBPP0301041	bi	bi	bifid
MCINX2_00011329-RA	FBPP0089360	Adgf-A	Adgf-A	Adenosine deaminase-related growth factor A
MCINX2_00011330-RA	FBPP0088818	Bet3	Bet3	Blocked early in transport 3
MCINX2_00011332-RE	FBPP0297987	Pi4KIIIalpha	Pi4KIIIalpha	Phosphatidylinositol 4-kinase III alpha
MCINX2_00011333-RA	FBPP0085788	CG15071	CG15071	None
MCINX2_00011335-RA	FBPP0423258	CG31223	CG31223	None
MCINX2_00011336-RA	FBPP0290511	slx1	slx1	nuclease slx1
MCINX2_00011340-RA	FBPP0078439	CG2663	CG2663	None
MCINX2_00011342-RA	FBPP0078328	CG14669	CG14669	None
MCINX2_00011348-RA	FBPP0297476	Eglp4	Eglp4	Entomoglyceroporin 4
MCINX2_00011350-RA	FBPP0112105	Orco	Orco	Odorant receptor co-receptor
MCINX2_00011353-RA	FBPP0302781	Ald1	Ald1	Aldolase 1
MCINX2_00011355-RA	FBPP0084363	CG12290	CG12290	None
MCINX2_00011356-RA	FBPP0305361	CG32544	CG32544	None
MCINX2_00011357-RA	FBPP0111875	CG1440	CG1440	None
MCINX2_00011358-RA	FBPP0071188	CG12123	CG12123	None
MCINX2_00011359-RA	FBPP0312226	eIF3a	eIF3a	eukaryotic translation initiation factor 3 subunit a
MCINX2_00011362-RA	FBPP0081890	wkd	wkd	whacked
MCINX2_00011363-RA	FBPP0086965	mRpL18	mRpL18	mitochondrial ribosomal protein L18
MCINX2_00011364-RA	FBPP0070653	Pp2C1	Pp2C1	Protein phosphatase 2C
MCINX2_00011365-RA	FBPP0308518	CG13366	CG13366	None
MCINX2_00011367-RA	FBPP0288569	CG6910	CG6910	None
MCINX2_00011369-RA	FBPP0088297	4E-T	4E-T	eIF4E-Transporter
MCINX2_00011373-RA	FBPP0082484	CG3984	CG3984	None
MCINX2_00011374-RA	FBPP0070922	sov	sov	small ovary
MCINX2_00011375-RA	FBPP0081680	Npc2d	Npc2d	Niemann-Pick type C-2d
MCINX2_00011376-RB	FBPP0289139	CG42339	CG42339	None
MCINX2_00011379-RA	FBPP0289140	CG42339	CG42339	None
MCINX2_00011383-RA	FBPP0297101	FASN3	FASN3	Fatty acid synthase 3
MCINX2_00011386-RA	FBPP0303701	Sxl	Sxl	Sex lethal
MCINX2_00011387-RA	FBPP0072707	CG7879	CG7879	None
MCINX2_00011388-RA	FBPP0070898	schlank	schlank	schlank
MCINX2_00011391-RA	FBPP0085563	CG33785	CG33785	None
MCINX2_00011392-RA	FBPP0085562	CG33786	CG33786	None
MCINX2_00011393-RA	FBPP0085545	CG11110	CG11110	None
MCINX2_00011395-RA	FBPP0073679	CG2691	CG2691	None
MCINX2_00011396-RA	FBPP0074523	Mer	Mer	Merlin
MCINX2_00011397-RA	FBPP0077491	CG7289	CG7289	None
MCINX2_00011399-RA	FBPP0073366	rho-4	rho-4	rhomboid-4
MCINX2_00011400-RA	FBPP0073500	Mks1	Mks1	Meckel syndrome
MCINX2_00011401-RA	FBPP0085345	CG17994	CG17994	None
MCINX2_00011404-RA	FBPP0310421	CG17162	CG17162	None
MCINX2_00011409-RC	FBPP0308257	PIG-S	PIG-S	Phosphatidylinositol glycan anchor biosynthesis class S
MCINX2_00011410-RA	FBPP0086986	CG30053	CG30053	None
MCINX2_00011411-RA	FBPP0082555	Atx2	Atx2	Ataxin-2
MCINX2_00011413-RA	FBPP0081548	Vps45	Vps45	Vacuolar protein sorting 45
MCINX2_00011414-RA	FBPP0082985	Mdh2	Mdh2	Malate dehydrogenase 2
MCINX2_00011417-RA	FBPP0073518	CG15725	CG15725	None
MCINX2_00011420-RA	FBPP0305907	Smr	Smr	Smrter
MCINX2_00011423-RA	FBPP0099759	CG10973	CG10973	None
MCINX2_00011424-RA	FBPP0077357	okr	okr	okra
MCINX2_00011429-RB	FBPP0074314	CG7772	CG7772	None
MCINX2_00011430-RC	FBPP0074919	Prestin	Prestin	Prestin
MCINX2_00011433-RA	FBPP0079595	gny	gny	garnysstan
MCINX2_00011436-RA	FBPP0085166	RpL6	RpL6	Ribosomal protein L6
MCINX2_00011437-RA	FBPP0303933	CG6761	CG6761	None
MCINX2_00011438-RA	FBPP0083411	CG5745	CG5745	None
MCINX2_00011461-RA	FBPP0073856	CG6340	CG6340	None
MCINX2_00011462-RA	FBPP0309424	sno	sno	strawberry notch
MCINX2_00011463-RA	FBPP0073492	LIMK1	LIMK1	LIM domain kinase 1
MCINX2_00011464-RA	FBPP0078991	CG13775	CG13775	None
MCINX2_00011465-RA	FBPP0071379	CG17841	CG17841	None
MCINX2_00011468-RA	FBPP0307637	coro	coro	Coronin
MCINX2_00011471-RA	FBPP0081355	CG9630	CG9630	None
MCINX2_00011472-RA	FBPP0304914	CG12025	CG12025	None
MCINX2_00011473-RA	FBPP0073782	CG15027	CG15027	None
MCINX2_00011474-RA	FBPP0075718	CG32104	CG32104	None
MCINX2_00011475-RA	FBPP0070175	Cdc45	Cdc45	Cell division cycle 45
MCINX2_00011477-RA	FBPP0291533	CG4572	CG4572	None
MCINX2_00011479-RA	FBPP0087317	mms4	mms4	Methyl methanesulfonate sensitivity 4
MCINX2_00011480-RB	FBPP0073982	CG11679	CG11679	None
MCINX2_00011481-RA	FBPP0310031	pigs	pigs	pickled eggs
MCINX2_00011482-RA	FBPP0084027	CG13618	CG13618	None
MCINX2_00011484-RA	FBPP0302560	ImpE3	ImpE3	Ecdysone-inducible gene E3
MCINX2_00011487-RA	FBPP0306041	CG17698	CG17698	None
MCINX2_00011488-RA	FBPP0087744	PPO2	PPO2	Prophenoloxidase 2
MCINX2_00011490-RA	FBPP0423173	ctp	ctp	cut up
MCINX2_00011491-RB	FBPP0082724	SF2	SF2	Splicing factor 2
MCINX2_00011492-RA	FBPP0311953	Coq5	Coq5	Coenzyme Q5
MCINX2_00011493-RA	FBPP0300791	CG13760	CG13760	None
MCINX2_00011495-RA	FBPP0305188	Pex12	Pex12	Peroxin 12
MCINX2_00011496-RA	FBPP0310305	CG4658	CG4658	None
MCINX2_00011499-RA	FBPP0087094	SmD3	SmD3	Small ribonucleoprotein particle protein SmD3
MCINX2_00011507-RA	FBPP0085795	CG15080	CG15080	None
MCINX2_00011512-RA	FBPP0075971	CG6321	CG6321	None
MCINX2_00011513-RA	FBPP0309625	Rx	Rx	Retinal Homeobox
MCINX2_00011515-RA	FBPP0071448	Act57B	Act57B	Actin 57B
MCINX2_00011517-RA	FBPP0071485	hbn	hbn	homeobrain
MCINX2_00011525-RA	FBPP0303715	Tektin-A	Tektin-A	Tektin A
MCINX2_00011527-RA	FBPP0083026	CG7156	CG7156	None
MCINX2_00011528-RA	FBPP0071853	nahoda	nahoda	nahoda
MCINX2_00011535-RA	FBPP0070482	HLH3B	HLH3B	Helix loop helix protein 3B
MCINX2_00011538-RA	FBPP0088908	Jheh2	Jheh2	Juvenile hormone epoxide hydrolase 2
MCINX2_00011544-RA	FBPP0078694	mRpL24	mRpL24	mitochondrial ribosomal protein L24
MCINX2_00011545-RA	FBPP0086319	Vha44	Vha44	Vacuolar H[+] ATPase 44kD subunit
MCINX2_00011546-RA	FBPP0084906	ATPsyngamma	ATPsyngamma	ATP synthase
MCINX2_00011551-RA	FBPP0298832	nolo	nolo	no long nerve cord
MCINX2_00011552-RA	FBPP0073074	CG18675	CG18675	None
MCINX2_00011557-RA	FBPP0311995	CG2004	CG2004	None
MCINX2_00011558-RB	FBPP0079166	MED20	MED20	Mediator complex subunit 20
MCINX2_00011559-RA	FBPP0310049	Herp	Herp	Homocysteine-induced endoplasmic reticulum protein
MCINX2_00011560-RA	FBPP0271702	CG10336	CG10336	None
MCINX2_00011561-RA	FBPP0293223	lig	lig	lingerer
MCINX2_00011562-RA	FBPP0073235	CG17333	CG17333	None
MCINX2_00011563-RA	FBPP0086617	Achl	Achl	Achilles
MCINX2_00011564-RA	FBPP0304608	homer	homer	homer
MCINX2_00011569-RA	FBPP0290839	Patj	Patj	Patj
MCINX2_00011573-RA	FBPP0293662	inaD	inaD	inactivation no afterpotential D
MCINX2_00011575-RC	FBPP0079299	CG17834	CG17834	None
MCINX2_00011580-RA	FBPP0087596	Wnt2	Wnt2	Wnt oncogene analog 2
MCINX2_00011581-RA	FBPP0070116	CG13367	CG13367	None
MCINX2_00011582-RA	FBPP0071449	CG9344	CG9344	None
MCINX2_00011585-RA	FBPP0070644	CG3568	CG3568	None
MCINX2_00011586-RA	FBPP0076789	DNApol-epsilon58	DNApol-epsilon58	DNA polymerase epsilon 58kD subunit
MCINX2_00011587-RA	FBPP0086349	CG8399	CG8399	None
MCINX2_00011588-RA	FBPP0309033	SP2353	SP2353	SP2353
MCINX2_00011594-RA	FBPP0312099	Aprt	Aprt	Adenine phosphoribosyltransferase
MCINX2_00011595-RA	FBPP0311563	CG7110	CG7110	None
MCINX2_00011596-RB	FBPP0289236	CG42360	CG42360	None
MCINX2_00011598-RA	FBPP0099409	CG33998	CG33998	None
MCINX2_00011602-RA	FBPP0074397	CG15043	CG15043	None
MCINX2_00011603-RA	FBPP0071835	Ppa	Ppa	Partner of paired
MCINX2_00011608-RA	FBPP0311610	RYBP	RYBP	Ring and YY1 Binding Protein
MCINX2_00011610-RA	FBPP0293597	brp	brp	bruchpilot
MCINX2_00011611-RA	FBPP0086654	ReepB	ReepB	Receptor expression enhancing protein B
MCINX2_00011612-RA	FBPP0110271	Mctp	Mctp	Multiple C2 domain and transmembrane region protein
MCINX2_00011614-RA	FBPP0083018	CG7131	CG7131	None
MCINX2_00011615-RA	FBPP0088048	CG11127	CG11127	None
MCINX2_00011616-RA	FBPP0088069	p47	p47	p47
MCINX2_00011618-RA	FBPP0289922	Rcd6	Rcd6	Reduction in Cnn dots 6
MCINX2_00011620-RA	FBPP0076269	CG4911	CG4911	None
MCINX2_00011622-RA	FBPP0089099	CG15270	CG15270	None
MCINX2_00011636-RA	FBPP0310541	CG45011	CG45011	None
MCINX2_00011640-RA	FBPP0079407	Mco1	Mco1	Multicopper oxidase 1
MCINX2_00011641-RA	FBPP0309339	CG42306	CG42306	None
MCINX2_00011642-RB	FBPP0309338	Gint3	Gint3	GDI interacting protein 3
MCINX2_00011643-RA	FBPP0080489	glu	glu	gluon
MCINX2_00011644-RA	FBPP0087663	Prp38	Prp38	pre-mRNA processing factor 38
MCINX2_00011645-RA	FBPP0077079	Mon1	Mon1	Monensin sensitivity 1
MCINX2_00011646-RA	FBPP0071463	Cht8	Cht8	Chitinase 8
MCINX2_00011648-RA	FBPP0084658	beat-VI	beat-VI	beaten path VI
MCINX2_00011653-RB	FBPP0309591	Lrt	Lrt	Leucine-rich tendon-specific protein
MCINX2_00011657-RA	FBPP0292877	Apoltp	Apoltp	Apolipoprotein lipid transfer particle
MCINX2_00011658-RA	FBPP0110465	Coa7	Coa7	Cytochrome c oxidase assembly factor 7
MCINX2_00011660-RA	FBPP0086072	Mtap	Mtap	Methylthioadenosine phosphorylase
MCINX2_00011661-RA	FBPP0085555	exu	exu	exuperantia
MCINX2_00011662-RA	FBPP0087917	CG12822	CG12822	None
MCINX2_00011664-RA	FBPP0086066	Prosalpha5	Prosalpha5	Proteasome alpha5 subunit
MCINX2_00011667-RA	FBPP0086118	Vajk4	Vajk4	None
MCINX2_00011669-RA	FBPP0086446	Poxn	Poxn	Pox neuro
MCINX2_00011675-RA	FBPP0076550	mus312	mus312	mutagen-sensitive 312
MCINX2_00011676-RB	FBPP0288970	CG42307	CG42307	None
MCINX2_00011677-RA	FBPP0311858	CG44102	CG44102	None
MCINX2_00011678-RB	FBPP0072302	CG3776	CG3776	None
MCINX2_00011679-RA	FBPP0087350	Mat1	Mat1	Menage a trois 1
MCINX2_00011682-RA	FBPP0086137	Cda9	Cda9	Chitin deacetylase-like 9
MCINX2_00011685-RA	FBPP0099910	dpr1	dpr1	defective proboscis extension response 1
MCINX2_00011692-RA	FBPP0086294	Nup62	Nup62	Nucleoporin 62kD
MCINX2_00011693-RA	FBPP0306925	Hus1-like	Hus1-like	Hus1-like
MCINX2_00011695-RA	FBPP0073961	Myb	Myb	Myb oncogene-like
MCINX2_00011701-RA	FBPP0086567	AttA	AttA	Attacin-A
MCINX2_00011703-RA	FBPP0083706	CG7031	CG7031	None
MCINX2_00011707-RA	FBPP0080515	Gr36a	Gr36a	Gustatory receptor 36a
MCINX2_00011708-RA	FBPP0081851	Ugt35B1	Ugt35B1	UDP-glycosyltransferase family 35 member B1
MCINX2_00011709-RA	FBPP0077252	CG31954	CG31954	None
MCINX2_00011715-RA	FBPP0071086	dpr14	dpr14	defective proboscis extension response 14
MCINX2_00011719-RA	FBPP0304695	CG9062	CG9062	None
MCINX2_00011722-RA	FBPP0112948	Hr51	Hr51	Hormone receptor 51
MCINX2_00011734-RA	FBPP0297569	mim	mim	missing-in-metastasis
MCINX2_00011739-RA	FBPP0290815	SMC5	SMC5	Structural maintenance of chromosomes 5
MCINX2_00011743-RA	FBPP0085950	CG5721	CG5721	None
MCINX2_00011744-RA	FBPP0087704	shrb	shrb	shrub
MCINX2_00011745-RA	FBPP0309442	PICK1	PICK1	Protein interacting with C kinase 1
MCINX2_00011746-RA	FBPP0071484	CG15649	CG15649	None
MCINX2_00011747-RA	FBPP0085750	sano	sano	serrano
MCINX2_00011756-RA	FBPP0289452	dpr13	dpr13	defective proboscis extension response 13
MCINX2_00011757-RA	FBPP0070857	fs(1)M3	fs(1)M3	female sterile (1) M3
MCINX2_00011774-RA	FBPP0089163	Cpsf160	Cpsf160	Cleavage and polyadenylation specificity factor 160
MCINX2_00011775-RA	FBPP0087115	RpS11	RpS11	Ribosomal protein S11
MCINX2_00011779-RA	FBPP0080734	ssp3	ssp3	short spindle 3
MCINX2_00011785-RC	FBPP0080662	tup	tup	tailup
MCINX2_00011793-RA	FBPP0428414	None	None	None
MCINX2_00011794-RA	FBPP0075390	CG13458	CG13458	None
MCINX2_00011799-RA	FBPP0289431	CG6282	CG6282	None
MCINX2_00011800-RA	FBPP0311201	Nox	Nox	NADPH oxidase
MCINX2_00011801-RA	FBPP0310473	CG31751	CG31751	None
MCINX2_00011802-RA	FBPP0084820	dmrt99B	dmrt99B	doublesex-Mab related 99B
MCINX2_00011804-RA	FBPP0311118	CG4896	CG4896	None
MCINX2_00011805-RA	FBPP0087336	CG30016	CG30016	None
MCINX2_00011806-RA	FBPP0289237	CG42361	CG42361	None
MCINX2_00011807-RA	FBPP0072277	spz6	spz6	spatzle 6
MCINX2_00011808-RA	FBPP0072927	CG12016	CG12016	None
MCINX2_00011830-RA	FBPP0292805	CG42818	CG42818	None
MCINX2_00011839-RA	FBPP0084915	CG11504	CG11504	None
MCINX2_00011842-RA	FBPP0074991	Gorab	Gorab	Golgin
MCINX2_00011844-RA	FBPP0111418	CG34309	CG34309	None
MCINX2_00011845-RA	FBPP0082333	CG9922	CG9922	None
MCINX2_00011850-RA	FBPP0077651	Iris	Iris	Iris
MCINX2_00011852-RA	FBPP0071462	mRpL54	mRpL54	mitochondrial ribosomal protein L54
MCINX2_00011853-RA	FBPP0083866	CG10252	CG10252	None
MCINX2_00011854-RA	FBPP0308728	CG8668	CG8668	None
MCINX2_00011856-RA	FBPP0296944	Skeletor	Skeletor	Skeletor
MCINX2_00011857-RA	FBPP0307972	m-cup	m-cup	mann-cup
MCINX2_00011863-RA	FBPP0307585	cpx	cpx	complexin
MCINX2_00011864-RA	FBPP0099938	cpx	cpx	complexin
MCINX2_00011865-RA	FBPP0083001	CG14309	CG14309	None
MCINX2_00011866-RA	FBPP0084131	Hr96	Hr96	Hormone receptor-like in 96
MCINX2_00011867-RA	FBPP0081044	dtr	dtr	defective transmitter release
MCINX2_00011868-RA	FBPP0083936	TBC1d7	TBC1d7	TBC1 domain family member 7
MCINX2_00011869-RA	FBPP0288790	lqfR	lqfR	liquid facets-Related
MCINX2_00011873-RA	FBPP0422992	CG11951	CG11951	None
MCINX2_00011876-RA	FBPP0080510	CG12288	CG12288	None
MCINX2_00011877-RA	FBPP0084677	snu	snu	snustorr
MCINX2_00011878-RA	FBPP0085489	SdhB	SdhB	Succinate dehydrogenase
MCINX2_00011879-RA	FBPP0311677	CG3457	CG3457	None
MCINX2_00011880-RA	FBPP0084621	BOD1	BOD1	Biorientation Defective 1
MCINX2_00011881-RA	FBPP0083132	GatA	GatA	Glutamyl-tRNA amidotransferase
MCINX2_00011882-RA	FBPP0072839	Non2	Non2	Novel nucleolar protein 2
MCINX2_00011883-RA	FBPP0082928	l(3)07882	l(3)07882	lethal (3) 07882
MCINX2_00011885-RA	FBPP0077726	Tspo	Tspo	Translocator protein
MCINX2_00011895-RA	FBPP0111639	CG34426	CG34426	None
MCINX2_00011897-RA	FBPP0083092	Octalpha2R	Octalpha2R	alpha2-adrenergic-like octopamine receptor
MCINX2_00011901-RA	FBPP0086895	bic	bic	bicaudal
MCINX2_00011902-RA	FBPP0082326	ems	ems	empty spiracles
MCINX2_00011903-RA	FBPP0084130	beta4GalT7	beta4GalT7	beta-4-galactosyltransferase 7
MCINX2_00011904-RA	FBPP0422970	Nmnat	Nmnat	Nicotinamide mononucleotide adenylyltransferase
MCINX2_00011913-RA	FBPP0089253	Pep	Pep	Protein on ecdysone puffs
MCINX2_00011917-RA	FBPP0085146	CG1607	CG1607	None
MCINX2_00011919-RA	FBPP0076338	CG13667	CG13667	None
MCINX2_00011920-RA	FBPP0081350	tex	tex	tex
MCINX2_00011922-RA	FBPP0305959	TAF1B	TAF1B	TATA box-binding protein-associated factor RNA polymerase I subunit B
MCINX2_00011925-RA	FBPP0085149	Gprk2	Gprk2	G protein-coupled receptor kinase 2
MCINX2_00011926-RA	FBPP0312479	MetRS-m	MetRS-m	Methionyl-tRNA synthetase
MCINX2_00011927-RB	FBPP0306019	CG6511	CG6511	None
MCINX2_00011928-RA	FBPP0078292	CG1213	CG1213	None
MCINX2_00011930-RA	FBPP0112108	CG1208	CG1208	None
MCINX2_00011931-RD	FBPP0077714	RpI135	RpI135	RNA polymerase I 135kD subunit
MCINX2_00011932-RA	FBPP0083625	Nop56	Nop56	Nop56
MCINX2_00011933-RA	FBPP0084783	dgt6	dgt6	dim gamma-tubulin 6
MCINX2_00011934-RA	FBPP0074037	CG12395	CG12395	None
MCINX2_00011937-RA	FBPP0290462	srl	srl	spargel
MCINX2_00011938-RA	FBPP0303411	Hmx	Hmx	H6-like-homeobox
MCINX2_00011947-RA	FBPP0111787	Eip93F	Eip93F	Ecdysone-induced protein 93F
MCINX2_00011950-RA	FBPP0290604	dsd	dsd	distracted
MCINX2_00011956-RA	FBPP0084899	Vps16B	Vps16B	Vacuolar protein sorting 16B
MCINX2_00011960-RA	FBPP0071659	Loxl2	Loxl2	Lysyl oxidase-like 2
MCINX2_00011961-RA	FBPP0311989	TyrR	TyrR	Tyramine receptor
MCINX2_00011964-RA	FBPP0073762	mRpS25	mRpS25	mitochondrial ribosomal protein S25
MCINX2_00011966-RA	FBPP0081664	tws	tws	twins
MCINX2_00011968-RA	FBPP0081234	SmD2	SmD2	Small ribonucleoprotein particle protein SmD2
MCINX2_00011969-RA	FBPP0290713	Meltrin	Meltrin	Meltrin
MCINX2_00011971-RA	FBPP0428091	CG4004	CG4004	None
MCINX2_00011975-RF	FBPP0084620	mino	mino	minotaur
MCINX2_00011977-RA	FBPP0309976	CG7536	CG7536	None
MCINX2_00011978-RA	FBPP0079813	Csl4	Csl4	Csl4
MCINX2_00011979-RA	FBPP0072694	alphaCOP	alphaCOP	Coat Protein (coatomer) alpha
MCINX2_00011982-RA	FBPP0083521	slou	slou	slouch
MCINX2_00011985-RA	FBPP0290430	CG7956	CG7956	None
MCINX2_00011989-RB	FBPP0078920	Ent2	Ent2	Equilibrative nucleoside transporter 2
MCINX2_00011990-RA	FBPP0081205	Osi20	Osi20	Osiris 20
MCINX2_00011991-RA	FBPP0290708	Osi19	Osi19	Osiris 19
MCINX2_00011996-RA	FBPP0083961	CG5510	CG5510	None
MCINX2_00011997-RA	FBPP0085367	mle	mle	maleless
MCINX2_00011999-RA	FBPP0082512	mRpS10	mRpS10	mitochondrial ribosomal protein S10
MCINX2_00012000-RA	FBPP0289771	TMEM216	TMEM216	Transmembrane protein 216
MCINX2_00012001-RA	FBPP0311929	St2	St2	Sulfotransferase 2
MCINX2_00012002-RB	FBPP0306946	Gyc88E	Gyc88E	Guanylyl cyclase at 88E
MCINX2_00012004-RA	FBPP0082298	CG9286	CG9286	None
MCINX2_00012005-RA	FBPP0084115	polybromo	polybromo	polybromo
MCINX2_00012009-RA	FBPP0083490	lbe	lbe	ladybird early
MCINX2_00012011-RB	FBPP0075699	nst	nst	nesthocker
MCINX2_00012012-RA	FBPP0076459	CG7550	CG7550	None
MCINX2_00012013-RA	FBPP0083486	bap	bap	bagpipe
MCINX2_00012017-RA	FBPP0084807	Dr	Dr	Drop
MCINX2_00012019-RA	FBPP0077650	Tfb4	Tfb4	Transcription factor B4
MCINX2_00012020-RA	FBPP0308635	CG9855	CG9855	None
MCINX2_00012024-RA	FBPP0073848	CG11655	CG11655	None
MCINX2_00012026-RA	FBPP0083588	Idh3b	Idh3b	Isocitrate dehydrogenase 3b
MCINX2_00012027-RA	FBPP0078556	Sfxn1-3	Sfxn1-3	Sideroflexin 1/3
MCINX2_00012032-RA	FBPP0081282	Pbp95	Pbp95	PSEA-binding protein 95kD
MCINX2_00012033-RA	FBPP0087867	Mlh1	Mlh1	Mlh1
MCINX2_00012034-RA	FBPP0070913	Mcm6	Mcm6	Minichromosome maintenance 6
MCINX2_00012035-RA	FBPP0088025	CG1360	CG1360	None
MCINX2_00012036-RA	FBPP0307439	CG9886	CG9886	None
MCINX2_00012038-RA	FBPP0075698	Tsf2	Tsf2	Transferrin 2
MCINX2_00012039-RA	FBPP0087437	CG12909	CG12909	None
MCINX2_00012040-RA	FBPP0306091	Sfp78E	Sfp78E	Seminal fluid protein 78E
MCINX2_00012042-RB	FBPP0085108	5-HT7	5-HT7	5-hydroxytryptamine (serotonin) receptor 7
